customer_id,age,income,credit_score,account_balance,tenure_months,num_products,active_investment,has_mortgage,has_loan,has_credit_card,segment,risk_profile,total_assets,monthly_expenses,last_interaction_days,has_premium_credit_card,recommend_premium_credit_card,has_mortgage_refinance,recommend_mortgage_refinance,has_investment_account,recommend_investment_account,has_high_yield_savings,recommend_high_yield_savings,has_personal_loan,recommend_personal_loan,monthly_income,debt_to_income,savings_ratio,customer_description
718,79,24546.98,759,5409.08,205,1,1,0,0,1,Student,Very Conservative,73232.09,2502.5,51,1,0,1,0,0,98,0,65,1,0,2045.58,0.4,0.0,"Customer Profile:
Age: 79
Income: $24546.98 yearly ($2045.58 monthly)
Credit Score: 759
Account Balance: $5409.08
Total Assets: $73232.09
Monthly Expenses: $2502.50
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.40
Tenure: 205 months
Current Products: 1
Customer Segment: Student
Risk Profile: Very Conservative
Last Interaction: 51 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
719,66,90727.54,710,10624.35,35,1,0,0,0,0,Premium,Very Aggressive,106188.19,-697.35,60,1,0,0,24,0,26,1,0,0,24,7560.63,0.38,0.7,"Customer Profile:
Age: 66
Income: $90727.54 yearly ($7560.63 monthly)
Credit Score: 710
Account Balance: $10624.35
Total Assets: $106188.19
Monthly Expenses: $-697.35
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.38
Tenure: 35 months
Current Products: 1
Customer Segment: Premium
Risk Profile: Very Aggressive
Last Interaction: 60 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
720,19,-10273.5,779,50030.59,23,2,1,0,1,0,Senior,Moderate,4932.21,3291.7,51,0,62,0,96,1,0,1,0,1,0,-856.12,0.37,0.7,"Customer Profile:
Age: 19
Income: $-10273.50 yearly ($-856.12 monthly)
Credit Score: 779
Account Balance: $50030.59
Total Assets: $4932.21
Monthly Expenses: $3291.70
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.37
Tenure: 23 months
Current Products: 2
Customer Segment: Senior
Risk Profile: Moderate
Last Interaction: 51 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
721,62,58867.66,618,1977.18,93,1,1,1,0,1,Senior,Aggressive,60497.57,1792.53,31,1,0,1,0,1,0,0,39,0,41,4905.64,0.37,0.63,"Customer Profile:
Age: 62
Income: $58867.66 yearly ($4905.64 monthly)
Credit Score: 618
Account Balance: $1977.18
Total Assets: $60497.57
Monthly Expenses: $1792.53
Savings Ratio: 0.63
Debt-to-Income Ratio: 0.37
Tenure: 93 months
Current Products: 1
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 31 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
722,71,77601.66,419,14244.65,15,3,0,0,0,1,Student,Moderate,19527.08,2203.32,81,1,0,0,15,1,0,1,0,0,66,6466.8,0.27,0.66,"Customer Profile:
Age: 71
Income: $77601.66 yearly ($6466.80 monthly)
Credit Score: 419
Account Balance: $14244.65
Total Assets: $19527.08
Monthly Expenses: $2203.32
Savings Ratio: 0.66
Debt-to-Income Ratio: 0.27
Tenure: 15 months
Current Products: 3
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 81 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
723,56,45853.03,779,275153.06,189,2,0,1,1,1,Premium,Conservative,39490.86,2699.47,28,0,27,0,100,0,94,0,72,1,0,3821.09,0.39,0.29,"Customer Profile:
Age: 56
Income: $45853.03 yearly ($3821.09 monthly)
Credit Score: 779
Account Balance: $275153.06
Total Assets: $39490.86
Monthly Expenses: $2699.47
Savings Ratio: 0.29
Debt-to-Income Ratio: 0.39
Tenure: 189 months
Current Products: 2
Customer Segment: Premium
Risk Profile: Conservative
Last Interaction: 28 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
724,33,112957.18,712,34004.69,233,1,0,1,0,0,Premium,Moderate,16656.94,1450.54,31,1,0,0,59,1,0,1,0,0,36,9413.1,0.57,0.7,"Customer Profile:
Age: 33
Income: $112957.18 yearly ($9413.10 monthly)
Credit Score: 712
Account Balance: $34004.69
Total Assets: $16656.94
Monthly Expenses: $1450.54
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.57
Tenure: 233 months
Current Products: 1
Customer Segment: Premium
Risk Profile: Moderate
Last Interaction: 31 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
725,38,56854.68,436,5955.5,70,1,1,0,0,1,Premium,Conservative,41619.77,2378.63,8,1,0,0,40,1,0,1,0,0,90,4737.89,0.46,0.5,"Customer Profile:
Age: 38
Income: $56854.68 yearly ($4737.89 monthly)
Credit Score: 436
Account Balance: $5955.50
Total Assets: $41619.77
Monthly Expenses: $2378.63
Savings Ratio: 0.50
Debt-to-Income Ratio: 0.46
Tenure: 70 months
Current Products: 1
Customer Segment: Premium
Risk Profile: Conservative
Last Interaction: 8 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
726,23,80194.49,447,7495.83,40,2,1,0,0,1,Standard,Aggressive,55952.89,4505.91,37,0,28,0,61,1,0,0,12,1,0,6682.87,0.35,0.33,"Customer Profile:
Age: 23
Income: $80194.49 yearly ($6682.87 monthly)
Credit Score: 447
Account Balance: $7495.83
Total Assets: $55952.89
Monthly Expenses: $4505.91
Savings Ratio: 0.33
Debt-to-Income Ratio: 0.35
Tenure: 40 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 37 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
727,20,46341.42,563,6235.91,86,4,0,0,1,1,Standard,Aggressive,243257.41,2453.02,84,0,74,0,32,0,28,0,50,1,0,3861.78,0.28,0.36,"Customer Profile:
Age: 20
Income: $46341.42 yearly ($3861.78 monthly)
Credit Score: 563
Account Balance: $6235.91
Total Assets: $243257.41
Monthly Expenses: $2453.02
Savings Ratio: 0.36
Debt-to-Income Ratio: 0.28
Tenure: 86 months
Current Products: 4
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 84 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
728,23,40030.56,309,37570.21,173,1,0,1,0,1,Student,Moderate,51701.85,6627.4,64,0,35,1,0,0,53,1,0,1,0,3335.88,0.11,0.0,"Customer Profile:
Age: 23
Income: $40030.56 yearly ($3335.88 monthly)
Credit Score: 309
Account Balance: $37570.21
Total Assets: $51701.85
Monthly Expenses: $6627.40
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.11
Tenure: 173 months
Current Products: 1
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 64 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
729,38,87605.58,405,25185.28,199,4,1,0,1,0,Premium,Conservative,60715.47,1328.47,54,0,21,0,86,0,5,1,0,1,0,7300.46,0.41,0.7,"Customer Profile:
Age: 38
Income: $87605.58 yearly ($7300.46 monthly)
Credit Score: 405
Account Balance: $25185.28
Total Assets: $60715.47
Monthly Expenses: $1328.47
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.41
Tenure: 199 months
Current Products: 4
Customer Segment: Premium
Risk Profile: Conservative
Last Interaction: 54 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
730,42,51814.1,756,24308.2,93,1,0,0,0,1,Student,Moderate,54798.97,2493.75,6,1,0,0,74,1,0,0,39,0,88,4317.84,0.33,0.42,"Customer Profile:
Age: 42
Income: $51814.10 yearly ($4317.84 monthly)
Credit Score: 756
Account Balance: $24308.20
Total Assets: $54798.97
Monthly Expenses: $2493.75
Savings Ratio: 0.42
Debt-to-Income Ratio: 0.33
Tenure: 93 months
Current Products: 1
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 6 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
731,38,54492.45,631,19172.04,235,4,1,0,1,0,Premium,Aggressive,61791.13,1842.88,51,0,22,1,0,0,5,0,51,1,0,4541.04,0.16,0.59,"Customer Profile:
Age: 38
Income: $54492.45 yearly ($4541.04 monthly)
Credit Score: 631
Account Balance: $19172.04
Total Assets: $61791.13
Monthly Expenses: $1842.88
Savings Ratio: 0.59
Debt-to-Income Ratio: 0.16
Tenure: 235 months
Current Products: 4
Customer Segment: Premium
Risk Profile: Aggressive
Last Interaction: 51 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
732,32,106390.67,694,2447.01,138,4,0,0,1,0,Basic,Very Conservative,100558.03,5343.59,39,0,58,0,31,1,0,0,35,1,0,8865.89,0.43,0.4,"Customer Profile:
Age: 32
Income: $106390.67 yearly ($8865.89 monthly)
Credit Score: 694
Account Balance: $2447.01
Total Assets: $100558.03
Monthly Expenses: $5343.59
Savings Ratio: 0.40
Debt-to-Income Ratio: 0.43
Tenure: 138 months
Current Products: 4
Customer Segment: Basic
Risk Profile: Very Conservative
Last Interaction: 39 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
733,37,19916.08,569,20992.04,100,2,1,1,1,0,Standard,Conservative,293419.45,2256.38,89,0,42,0,51,1,0,0,42,1,0,1659.67,0.32,0.0,"Customer Profile:
Age: 37
Income: $19916.08 yearly ($1659.67 monthly)
Credit Score: 569
Account Balance: $20992.04
Total Assets: $293419.45
Monthly Expenses: $2256.38
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.32
Tenure: 100 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Conservative
Last Interaction: 89 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
734,46,82426.77,676,64974.27,30,1,1,1,1,1,Premium,Very Aggressive,248942.98,2404.73,20,1,0,1,0,0,71,0,11,1,0,6868.9,0.37,0.65,"Customer Profile:
Age: 46
Income: $82426.77 yearly ($6868.90 monthly)
Credit Score: 676
Account Balance: $64974.27
Total Assets: $248942.98
Monthly Expenses: $2404.73
Savings Ratio: 0.65
Debt-to-Income Ratio: 0.37
Tenure: 30 months
Current Products: 1
Customer Segment: Premium
Risk Profile: Very Aggressive
Last Interaction: 20 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
735,19,54980.81,849,39148.68,203,1,0,0,1,0,Basic,Very Aggressive,128086.24,3630.57,15,0,25,1,0,0,16,0,3,1,0,4581.73,0.38,0.21,"Customer Profile:
Age: 19
Income: $54980.81 yearly ($4581.73 monthly)
Credit Score: 849
Account Balance: $39148.68
Total Assets: $128086.24
Monthly Expenses: $3630.57
Savings Ratio: 0.21
Debt-to-Income Ratio: 0.38
Tenure: 203 months
Current Products: 1
Customer Segment: Basic
Risk Profile: Very Aggressive
Last Interaction: 15 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
736,75,81669.75,748,35138.98,45,2,1,1,1,1,Senior,Very Conservative,52476.83,791.09,38,0,51,1,0,0,47,1,0,1,0,6805.81,0.58,0.7,"Customer Profile:
Age: 75
Income: $81669.75 yearly ($6805.81 monthly)
Credit Score: 748
Account Balance: $35138.98
Total Assets: $52476.83
Monthly Expenses: $791.09
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.58
Tenure: 45 months
Current Products: 2
Customer Segment: Senior
Risk Profile: Very Conservative
Last Interaction: 38 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
737,22,104789.87,600,57654.05,220,2,1,0,1,1,Senior,Aggressive,99499.6,3514.01,44,0,91,1,0,0,81,1,0,0,59,8732.49,0.14,0.6,"Customer Profile:
Age: 22
Income: $104789.87 yearly ($8732.49 monthly)
Credit Score: 600
Account Balance: $57654.05
Total Assets: $99499.60
Monthly Expenses: $3514.01
Savings Ratio: 0.60
Debt-to-Income Ratio: 0.14
Tenure: 220 months
Current Products: 2
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 44 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
738,22,94034.24,562,87356.1,197,2,0,1,1,0,Standard,Very Conservative,31224.92,4447.5,77,1,0,1,0,0,13,0,68,1,0,7836.19,0.35,0.43,"Customer Profile:
Age: 22
Income: $94034.24 yearly ($7836.19 monthly)
Credit Score: 562
Account Balance: $87356.10
Total Assets: $31224.92
Monthly Expenses: $4447.50
Savings Ratio: 0.43
Debt-to-Income Ratio: 0.35
Tenure: 197 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Very Conservative
Last Interaction: 77 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
739,34,95076.38,679,51550.5,209,1,0,0,0,1,Senior,Moderate,218328.06,4442.67,90,0,38,1,0,0,75,1,0,0,1,7923.03,0.45,0.44,"Customer Profile:
Age: 34
Income: $95076.38 yearly ($7923.03 monthly)
Credit Score: 679
Account Balance: $51550.50
Total Assets: $218328.06
Monthly Expenses: $4442.67
Savings Ratio: 0.44
Debt-to-Income Ratio: 0.45
Tenure: 209 months
Current Products: 1
Customer Segment: Senior
Risk Profile: Moderate
Last Interaction: 90 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
740,42,27512.27,394,5978.42,35,4,1,0,1,0,Student,Very Aggressive,65527.56,5478.41,34,1,0,1,0,1,0,0,48,0,26,2292.69,0.6,0.0,"Customer Profile:
Age: 42
Income: $27512.27 yearly ($2292.69 monthly)
Credit Score: 394
Account Balance: $5978.42
Total Assets: $65527.56
Monthly Expenses: $5478.41
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.60
Tenure: 35 months
Current Products: 4
Customer Segment: Student
Risk Profile: Very Aggressive
Last Interaction: 34 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
741,20,75354.23,516,2899.44,113,4,1,0,0,0,Standard,Aggressive,114637.49,4831.93,65,1,0,0,22,0,73,1,0,0,32,6279.52,0.45,0.23,"Customer Profile:
Age: 20
Income: $75354.23 yearly ($6279.52 monthly)
Credit Score: 516
Account Balance: $2899.44
Total Assets: $114637.49
Monthly Expenses: $4831.93
Savings Ratio: 0.23
Debt-to-Income Ratio: 0.45
Tenure: 113 months
Current Products: 4
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 65 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
742,45,84710.03,419,71023.8,118,1,0,1,0,1,Student,Aggressive,61153.97,5649.21,97,1,0,1,0,0,38,0,49,0,32,7059.17,0.14,0.2,"Customer Profile:
Age: 45
Income: $84710.03 yearly ($7059.17 monthly)
Credit Score: 419
Account Balance: $71023.80
Total Assets: $61153.97
Monthly Expenses: $5649.21
Savings Ratio: 0.20
Debt-to-Income Ratio: 0.14
Tenure: 118 months
Current Products: 1
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 97 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
743,54,49830.75,647,54217.55,149,2,0,0,0,0,Premium,Very Conservative,50320.39,3606.76,30,1,0,0,49,1,0,1,0,0,69,4152.56,0.28,0.13,"Customer Profile:
Age: 54
Income: $49830.75 yearly ($4152.56 monthly)
Credit Score: 647
Account Balance: $54217.55
Total Assets: $50320.39
Monthly Expenses: $3606.76
Savings Ratio: 0.13
Debt-to-Income Ratio: 0.28
Tenure: 149 months
Current Products: 2
Customer Segment: Premium
Risk Profile: Very Conservative
Last Interaction: 30 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
744,20,76999.36,743,31012.64,95,4,1,1,1,1,Student,Aggressive,14136.8,4519.91,5,0,63,0,55,0,55,1,0,1,0,6416.61,0.26,0.3,"Customer Profile:
Age: 20
Income: $76999.36 yearly ($6416.61 monthly)
Credit Score: 743
Account Balance: $31012.64
Total Assets: $14136.80
Monthly Expenses: $4519.91
Savings Ratio: 0.30
Debt-to-Income Ratio: 0.26
Tenure: 95 months
Current Products: 4
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 5 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
745,27,2670.1,749,9558.66,199,3,0,1,1,1,Senior,Aggressive,484983.59,1586.83,58,1,0,0,67,0,47,1,0,1,0,222.51,0.26,0.0,"Customer Profile:
Age: 27
Income: $2670.10 yearly ($222.51 monthly)
Credit Score: 749
Account Balance: $9558.66
Total Assets: $484983.59
Monthly Expenses: $1586.83
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.26
Tenure: 199 months
Current Products: 3
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 58 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
746,18,77602.04,375,81756.18,206,2,1,0,0,1,Senior,Aggressive,18011.21,3575.8,8,0,4,1,0,1,0,1,0,0,50,6466.84,0.11,0.45,"Customer Profile:
Age: 18
Income: $77602.04 yearly ($6466.84 monthly)
Credit Score: 375
Account Balance: $81756.18
Total Assets: $18011.21
Monthly Expenses: $3575.80
Savings Ratio: 0.45
Debt-to-Income Ratio: 0.11
Tenure: 206 months
Current Products: 2
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 8 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
747,72,59530.5,461,16762.83,99,2,0,0,1,0,Standard,Very Conservative,25464.42,1719.97,59,0,97,1,0,0,28,1,0,1,0,4960.88,0.37,0.65,"Customer Profile:
Age: 72
Income: $59530.50 yearly ($4960.88 monthly)
Credit Score: 461
Account Balance: $16762.83
Total Assets: $25464.42
Monthly Expenses: $1719.97
Savings Ratio: 0.65
Debt-to-Income Ratio: 0.37
Tenure: 99 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Very Conservative
Last Interaction: 59 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
748,75,50198.08,428,8695.43,177,1,1,1,1,0,Student,Moderate,2340.79,4075.95,82,1,0,1,0,1,0,1,0,1,0,4183.17,0.36,0.03,"Customer Profile:
Age: 75
Income: $50198.08 yearly ($4183.17 monthly)
Credit Score: 428
Account Balance: $8695.43
Total Assets: $2340.79
Monthly Expenses: $4075.95
Savings Ratio: 0.03
Debt-to-Income Ratio: 0.36
Tenure: 177 months
Current Products: 1
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 82 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
749,75,30463.27,838,30773.51,40,4,1,0,0,0,Student,Moderate,565555.04,2865.17,50,1,0,0,25,1,0,0,71,0,74,2538.61,0.52,0.0,"Customer Profile:
Age: 75
Income: $30463.27 yearly ($2538.61 monthly)
Credit Score: 838
Account Balance: $30773.51
Total Assets: $565555.04
Monthly Expenses: $2865.17
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.52
Tenure: 40 months
Current Products: 4
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 50 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
750,64,67612.89,366,17548.32,24,3,0,1,1,0,Basic,Very Conservative,506768.83,4658.53,3,1,0,1,0,1,0,0,78,0,64,5634.41,0.51,0.17,"Customer Profile:
Age: 64
Income: $67612.89 yearly ($5634.41 monthly)
Credit Score: 366
Account Balance: $17548.32
Total Assets: $506768.83
Monthly Expenses: $4658.53
Savings Ratio: 0.17
Debt-to-Income Ratio: 0.51
Tenure: 24 months
Current Products: 3
Customer Segment: Basic
Risk Profile: Very Conservative
Last Interaction: 3 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
751,54,89181.72,688,12735.28,182,3,1,1,1,1,Standard,Aggressive,143376.45,1118.46,8,1,0,0,64,0,15,0,51,1,0,7431.81,0.53,0.7,"Customer Profile:
Age: 54
Income: $89181.72 yearly ($7431.81 monthly)
Credit Score: 688
Account Balance: $12735.28
Total Assets: $143376.45
Monthly Expenses: $1118.46
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.53
Tenure: 182 months
Current Products: 3
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 8 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
752,73,85672.79,440,9926.62,39,3,1,0,1,1,Student,Aggressive,125711.39,1938.91,14,0,58,1,0,1,0,0,23,0,71,7139.4,0.3,0.7,"Customer Profile:
Age: 73
Income: $85672.79 yearly ($7139.40 monthly)
Credit Score: 440
Account Balance: $9926.62
Total Assets: $125711.39
Monthly Expenses: $1938.91
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.30
Tenure: 39 months
Current Products: 3
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 14 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
753,39,137452.9,558,4539.71,162,1,0,0,0,1,Basic,Moderate,61298.48,3601.28,13,0,38,1,0,0,8,1,0,1,0,11454.41,0.3,0.69,"Customer Profile:
Age: 39
Income: $137452.90 yearly ($11454.41 monthly)
Credit Score: 558
Account Balance: $4539.71
Total Assets: $61298.48
Monthly Expenses: $3601.28
Savings Ratio: 0.69
Debt-to-Income Ratio: 0.30
Tenure: 162 months
Current Products: 1
Customer Segment: Basic
Risk Profile: Moderate
Last Interaction: 13 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
754,49,77891.62,353,10821.59,144,1,0,1,1,1,Student,Very Aggressive,80069.13,1730.39,85,1,0,1,0,1,0,0,52,1,0,6490.97,0.48,0.7,"Customer Profile:
Age: 49
Income: $77891.62 yearly ($6490.97 monthly)
Credit Score: 353
Account Balance: $10821.59
Total Assets: $80069.13
Monthly Expenses: $1730.39
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.48
Tenure: 144 months
Current Products: 1
Customer Segment: Student
Risk Profile: Very Aggressive
Last Interaction: 85 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
755,33,105308.63,503,77949.12,98,2,0,0,0,0,Standard,Very Conservative,82819.68,3885.84,7,1,0,0,25,1,0,0,68,1,0,8775.72,0.46,0.56,"Customer Profile:
Age: 33
Income: $105308.63 yearly ($8775.72 monthly)
Credit Score: 503
Account Balance: $77949.12
Total Assets: $82819.68
Monthly Expenses: $3885.84
Savings Ratio: 0.56
Debt-to-Income Ratio: 0.46
Tenure: 98 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Very Conservative
Last Interaction: 7 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
